DisGeNET Gene Set,STRING,ConsensusPathDB,HumanNet,Reactome,ReactomeFI,GIANT,InBioMap,GeneMANIA,DIP,MultiNet,HINT,IRefIndex,PathwayCommons,HPRD,BioGRID,Mentha,IntAct,PID,BioPlex,BIND,HumanInteractome
Thrombocytopenia,1.638498136,1.221004239,0.958550415,1.100589403,0.579818567,0.704938265,0.86064152,0.632391054,0.530923051,0.626106586,0.737598403,0.750769334,0.565879303,0.641653635,0.529537069,0.747227046,0.659674023,0.086202904,0.255698583,0.10643979,-0.010121175
Thymoma,1.156347858,1.30827972,1.387443955,1.030592709,0.804336889,0.860385652,1.101844211,1.15584,0.409382579,0.545921026,0.5999397,0.532721708,0.45813889,0.582474604,0.456321773,0.477107934,0.454382357,0.129962226,0.16257253,0.445011608,0.073439307
Thyroid Diseases,2.269306733,0.906379264,1.000302401,0.303033973,0.96893079,0.512127117,0.469177043,0.609365247,0.320327649,0.546776646,0.365274892,0.482549109,0.562988692,0.774998048,0.51311111,0.191967237,0.115179358,0.510787436,0.555087097,0.046718068,0.203358095
Thyroid Gland Follicular Adenoma,1.084865349,0.347168993,0.225114534,0.421016408,0.504126747,0.423358478,0.24574942,0.382369264,0.126290011,0.103980119,0.103846019,0.196523592,0.223090009,0.086872225,0.119936378,0.13756557,0.276009445,0.206973997,0.057068888,0.089059814,0.017098309
Traditional Serrated Adenoma,0.918538354,0.992486732,0.733387871,0.963584973,0.889685881,2.007339826,0.704594898,1.070606914,0.411037949,0.500272291,0.549749948,0.332159035,0.700873172,0.24826027,0.480649809,0.320197722,0.395429409,0.836714692,0.97039061,0.102293694,0.221139616
Transitional cell carcinoma of bladder,1.486743833,0.741271315,0.941272443,0.894686406,1.01544134,0.722622559,0.548635724,0.782111426,0.605887443,0.55760766,0.502510805,0.37194974,0.497428207,0.414214348,0.394783267,0.379513661,0.425281591,0.265983479,0.096511955,0.41520648,0.109904434
Trichohepatoenteric Syndrome,0.937293656,0.397537337,0.309526394,0.249006841,0.321232554,0.330232607,0.248927543,0.200674291,0.073434465,0.190691369,0.213977,0.164119789,0.236063947,0.241852724,0.189126876,0.184282803,0.100251166,0.264050508,0.090979117,0.150548688,-0.001468126
Trisomy,1.238865797,0.898359311,0.840358629,0.761670686,0.652054788,1.028179282,0.578195253,0.558894889,0.442775536,0.394325979,0.619140432,0.3865375,0.324485697,0.357689654,0.335471615,0.430925434,0.402505028,0.231234039,0.124711266,0.208254288,0.210383286
"Tuberculosis, Pulmonary",4.451651465,2.400079703,2.883772425,2.036050509,1.422620819,1.881679318,1.355836403,1.647452626,1.411575103,1.334304836,1.954213246,1.348871025,1.032130221,1.419483184,0.986136318,1.313540075,1.104747395,1.022705983,0.350025225,0.28622288,0.03876209
Tuberous Sclerosis,1.021423424,0.816409186,0.890671191,0.926593213,0.858308759,0.371003976,0.653979629,0.505895128,0.480927865,0.412687214,0.441387084,0.46326861,0.468154357,0.389494169,0.353395385,0.333840546,0.25782429,0.101507422,0.286336175,0.532935955,0.019901676
Tumor Immunity,3.497098834,1.368012487,1.735453545,1.049125432,1.344568703,1.194299821,1.011761303,1.542816633,0.99090915,0.939247811,1.340027429,1.05240881,0.990478742,0.991307965,1.565414355,0.972800618,0.66657601,0.976600564,1.297877081,0.345585476,0.076807749
Tumor Initiation,1.15590204,0.974085476,1.007895771,1.065945925,0.790078059,1.066154204,0.937983931,0.964838394,0.623041785,0.523986115,0.505843848,0.363412404,0.379805268,0.364339529,0.457832146,0.429764553,0.377670134,0.153495448,0.187407681,0.24882289,0.189629286
Tumor Promotion,1.365599684,0.857904855,1.231904899,0.513316037,0.978271371,1.270242524,0.980202152,1.368404261,0.210066945,0.27530929,0.359187768,0.430781132,0.841146243,0.209335843,0.53328878,0.310454774,0.3257348,0.448753119,0.798436644,0.029546569,0.219047764
Tumor necrosis,2.332203714,2.126489835,2.018905231,1.494362805,1.111162893,1.502066109,1.364113711,1.440309661,0.85143142,1.146636788,1.17394955,0.924342487,0.842108435,0.645268673,1.192614885,0.972512022,0.695647013,0.387531762,0.589425635,0.455958057,0.214662058
Turner Syndrome,1.500429565,0.839938066,1.017682754,1.056265862,0.834531895,0.327424099,0.378582752,0.381158534,1.210809113,0.459647332,0.490313002,0.371192831,0.545945103,0.30784955,0.455481001,0.281630065,0.228453945,0.130885115,0.291085299,0.185051224,0.093566007
Ulcer,2.689778898,2.347993674,1.489950403,1.115095188,0.943392638,1.207569693,0.923591576,1.265786522,0.440405155,0.76571319,0.692108056,0.860856349,1.090749476,0.658587712,0.543593685,0.604014049,0.425308128,0.29760588,0.428662853,0.30753877,0.058621956
Undifferentiated carcinoma,1.025251938,0.561716506,0.850532567,0.730242024,1.085756095,0.849550897,0.563161496,0.614227358,0.214991834,0.450151702,0.234840592,0.243997772,0.473766989,0.558398615,0.357799387,0.324216301,0.265975776,0.262237196,0.399751246,0.066039265,0.17040535
Ureteral obstruction,1.609807748,2.067689752,0.949592263,0.839873335,0.88547249,1.362216139,1.121223565,1.016576385,1.139691862,0.789835899,0.969549634,0.716306494,1.002791872,0.695095267,0.979598164,1.052741293,0.275264694,0.340022949,0.194140918,0.42662621,0.003706345
Urothelial Carcinoma,1.16006754,1.053642655,0.693243863,0.875926684,0.827334828,1.395911611,0.693353807,0.786743854,0.388498988,0.536107005,0.581940273,0.396111475,0.353086399,0.452694249,0.568649126,0.509682846,0.506207157,0.152926944,0.378393735,0.430432516,0.330058733
Uterine Cervical Neoplasm,0.808309471,0.692937649,0.355193748,0.505716897,0.476239484,0.370226753,0.633059969,0.589430125,0.132493099,0.145725718,0.369319384,0.435855367,0.322441692,0.153073737,0.343550607,0.401733742,0.367640199,0.157737284,0.048174315,-0.017757101,0.062375668
Uveal melanoma,1.35633579,0.887838477,0.789426975,0.669407788,0.692658369,1.147481213,0.540982567,0.63856372,0.330710742,0.418635721,0.463151545,0.400475465,0.447701398,0.197181153,0.335365054,0.349396074,0.473030599,0.262124002,0.642453579,0.391149033,0.350319877
VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding),2.156157812,1.413707945,1.568858402,1.279214355,1.161208806,0.420413871,0.653640746,0.785735192,0.152844469,0.676849267,0.420288674,0.424120526,0.840222168,0.559706423,0.422792003,0.412724679,0.235090315,0.191220801,0.397523377,0.076953094,-0.002988454
Vaccinia,2.026173301,1.18875505,1.343449615,0.83490798,0.713352305,1.196431178,0.873538097,1.222016273,0.397782347,0.618011392,0.691868215,0.612028242,0.651790513,0.432001029,0.56669318,0.539907114,0.569505848,0.505724581,0.276836536,0.343069274,0.069140174
Van der Woude syndrome,2.346384323,1.822036783,1.63137931,1.011156538,1.239208842,1.990801748,0.857728293,1.71524182,0.455518677,0.74972021,0.573288803,0.737330061,0.889247098,0.61925606,0.554794362,0.667537432,0.439870448,0.443940675,0.126100084,0.16854783,0.072962785
Vascular inflammations,1.927120755,0.751947091,0.959284926,0.890090812,0.959504201,1.045812892,0.544875493,1.04021742,0.767818988,0.595939129,0.580872339,0.526342127,0.643143899,0.564742437,0.382514797,0.512491998,0.380400726,0.225861994,0.098265204,0.316838324,0.047368543
Vasculitis,3.96911874,1.133297235,1.728992101,0.99620454,1.113658956,1.488934791,0.780134856,1.661416331,1.099751682,0.939588048,0.791272144,0.92774036,1.369411804,1.276622269,1.019862053,0.594633812,0.443543879,0.395022587,0.80773585,0.341545318,-0.003240147
Vesicular Stomatitis,2.195623852,0.630817302,1.396496512,1.188281514,0.897409808,0.892918598,0.609626694,0.574678919,0.985840207,0.974093271,1.022965483,0.531102059,0.436984822,0.68673302,0.657153073,0.605784403,0.518619696,0.825508089,0.64067431,0.081158337,0.083501778
Vitiligo,2.04395359,1.446796345,1.461808086,1.253925739,1.151754351,0.444124617,0.660071915,0.954197051,0.146081931,0.637379556,0.437138662,0.428920083,0.877240035,0.551961446,0.407324438,0.418895407,0.24864681,0.303182897,0.394172103,0.086645047,-0.010342956
Von Hippel-Lindau Syndrome,2.061389321,0.971695828,0.602597699,1.140567363,1.068667811,0.861141391,0.765203613,0.376631669,1.306096614,0.814940521,0.558730068,0.413478903,0.341121515,0.540408995,0.49647469,0.521937773,0.610391207,0.912596163,0.849647152,0.696416658,0.095364583
Well Differentiated Oligodendroglioma,0.897322162,0.558673096,0.518722887,0.724126273,0.436721292,0.412694522,0.427650664,0.413713521,0.438875396,0.267819421,0.379997247,0.218072662,0.241560091,0.172919605,0.331562817,0.251091557,0.216607149,0.233021068,0.431506706,0.352338726,0.084688551
Werner Syndrome,0.991293988,0.460595695,0.835717479,1.090000389,0.751110975,2.455160918,0.506536754,0.641029981,0.47340651,0.655781971,0.557984674,0.710434324,0.285433491,0.555086546,0.617963989,0.698452269,0.624122931,0.330179948,0.452322813,0.371023249,0.102386105
West Nile viral infection,2.439558477,0.633095943,1.514834951,1.013698759,1.277657304,0.945521882,0.675670905,1.030184781,0.62652,0.708222966,0.507226865,0.393746945,0.734069861,0.457519711,0.615885714,0.328951096,0.242430518,0.530134868,0.527069693,0.105775521,0.008267697
Xeroderma Pigmentosum,1.595117507,1.015402171,1.35412705,2.014348796,1.422871839,0.717222679,0.955313665,1.168368006,3.216379441,0.767148619,1.425636777,1.256462236,0.856635684,2.1594488,1.317188907,1.462634828,1.028959215,0.578537174,2.16298618,0.248192814,0.042081135
androgen independent prostate cancer,1.3002143,1.384079359,0.779776179,0.514348949,0.727494944,0.560956816,0.751949137,0.684483665,0.782215883,0.435345969,0.648124518,0.618733072,0.539197631,0.401765257,0.604403324,0.588418806,0.609554525,0.407138064,0.358918103,0.338534678,0.36061417
beta Thalassemia,0.863757546,0.499236356,1.243846283,0.390893144,1.541285945,0.733832427,0.28050522,0.748798252,0.487754273,0.477397942,0.249802538,0.194002035,0.51603085,0.678867168,0.297141553,0.262118858,0.573288589,0.521642174,0.029550975,0.465480176,-0.00409871
beta^+^ Thalassemia,0.960443777,0.390686813,1.024972926,0.344586622,1.506789537,0.688923793,0.281532299,0.696756236,0.460530573,0.508578161,0.280043527,0.19652784,0.467995372,0.727377446,0.247256397,0.30615801,0.391003677,0.338001962,0.032704383,0.502240575,-0.003748066
breast adenocarcinoma,1.362886769,0.948363739,0.876426593,0.631735782,0.806704354,0.724835923,0.646597253,0.935398717,0.450517568,0.392041783,0.479962874,0.453524021,0.578957215,0.358316292,0.475073442,0.336212802,0.460301888,0.583201804,0.246802343,0.445677874,0.034273846
early pregnancy,1.939662557,0.950977438,1.274389116,1.000013159,1.06132259,0.813277179,0.546200187,0.861570195,1.243023245,0.50482918,0.806490377,0.347804171,0.62774209,0.653816731,0.325341028,0.517918397,0.829128533,0.556666232,0.060748136,0.612617304,0.018979794
insulinoma,1.542505948,1.241613271,1.320344268,0.642819259,0.985032827,0.302237017,0.618897968,0.40151027,0.553395558,0.587912795,0.517445014,0.855444018,0.432829115,0.552071487,0.548742252,0.5423906,0.412335871,0.462960379,0.713440048,0.319421721,0.054721249
invasive cancer,1.163748443,0.759186715,0.627469622,0.610391073,0.590138191,0.81750715,0.60931697,0.834683137,0.399355944,0.337076215,0.422043102,0.402969985,0.293296501,0.30455476,0.298183856,0.399707196,0.289591323,0.353295869,0.143741474,0.321608933,0.237458781
leiomyosarcoma,0.948583194,0.89056723,0.587428546,0.572478363,1.210987611,1.172045446,0.680217536,0.863506392,0.096009411,0.364513197,0.387606748,0.330777496,0.278063023,0.261010627,0.646277563,0.515040367,0.336241207,0.138174235,0.671890656,0.108737347,0.00015983
liposarcoma,0.9939016,0.552085456,0.43848571,0.838932203,0.717840026,0.417569325,0.515825646,0.757998318,0.494467652,0.159172261,0.394677355,0.222998656,0.300137517,0.272171996,0.544643531,0.428303941,0.375178139,0.529400538,0.869576888,0.017871805,0.08501575
oligodendroglioma,0.900012388,0.574831747,0.481511142,0.731397023,0.422453452,0.475962406,0.4668603,0.390456643,0.581166383,0.244562801,0.394435914,0.207839542,0.231896245,0.173337622,0.315653222,0.311052143,0.198063028,0.218704929,0.437803852,0.336738619,0.076406235
pediatric acute myeloblastic leukemia,2.52700204,0.454778367,0.872373994,0.62675339,0.631998526,0.821891943,0.557284543,0.586576219,0.036713291,0.183893625,0.352469621,0.383439488,0.315782156,0.306227,0.258518793,0.285120529,0.367122006,-0.012138675,0.07911044,0.125382502,-0.00480042
polyps,1.656677535,1.127062614,0.689817592,0.660390615,0.557804413,0.578241076,0.713805979,0.482628693,0.143634503,0.405302151,0.573995565,0.369380066,0.403386419,0.174208434,0.378789172,0.37364721,0.432415125,0.133527956,0.216416235,0.22649363,0.135393294
precancerous lesions,2.357618987,0.951415213,1.117020854,0.670605969,0.854995049,0.99972304,0.589539472,1.009875851,0.168103811,0.332371797,0.36232551,0.417935357,0.577548015,0.331531498,0.190009254,0.277952183,0.431713513,0.363177715,0.421273755,0.183870494,0.279853182
secondary acute myeloid leukemia,1.209624752,0.36194522,0.484714635,0.937830579,0.277721463,0.429063237,0.91522232,0.251191845,0.860510627,0.228213263,0.758717214,0.808318994,0.171819545,0.349986317,0.242438724,0.269764548,0.343170313,0.135243158,0.168318651,1.048619517,-0.005198493
synovial sarcoma,1.161862471,0.930003364,0.80323103,1.074904756,0.586389584,0.71126335,0.744008751,0.752509323,0.356266234,0.379344126,0.628011777,0.365617947,0.394858447,0.255326882,0.464565767,0.407802511,0.429527061,0.239030063,0.369589991,0.238344759,0.271447208
tumor vasculature,1.84882697,1.067077224,1.233239287,0.907750095,1.064249349,1.692992188,0.84168693,1.531395582,1.211378989,0.836073936,0.62053147,0.793685791,0.682446036,0.787455881,0.77612971,0.722636422,0.50879072,0.2661085,0.868282394,0.608601776,0.046284199
